time,gFx,gFy,gFz,wx,wy,wz
2026-07-01T12:04:28.851Z,0.0018,-0.1649,-0.9836,0.1022,-0.0303,-0.0030
2026-07-01T12:04:28.861Z,0.0060,-0.1738,-0.9649,0.0520,-0.0227,-0.0020
2026-07-01T12:04:28.872Z,0.0100,-0.1804,-0.9505,0.0124,-0.0144,-0.0037
2026-07-01T12:04:28.881Z,0.0048,-0.1757,-0.9561,0.0124,-0.0144,-0.0037
2026-07-01T12:04:28.892Z,0.0047,-0.1732,-0.9573,-0.0248,-0.0155,-0.0104
2026-07-01T12:04:28.902Z,0.0051,-0.1757,-0.9683,-0.0165,-0.0010,-0.0085
2026-07-01T12:04:28.911Z,0.0051,-0.1757,-0.9683,0.0079,0.0065,-0.0038
2026-07-01T12:04:28.922Z,0.0048,-0.1825,-0.9938,0.0497,-0.0001,0.0108
2026-07-01T12:04:28.933Z,0.0116,-0.1810,-1.0038,0.0964,-0.0034,0.0311
2026-07-01T12:04:28.939Z,0.0116,-0.1810,-1.0038,0.0964,-0.0034,0.0311
2026-07-01T12:04:28.950Z,-0.0005,-0.1797,-0.9875,0.1222,0.0047,0.0386
2026-07-01T12:04:28.962Z,-0.0005,-0.1797,-0.9875,0.1139,0.0005,0.0490
2026-07-01T12:04:28.970Z,-0.0006,-0.1800,-0.9766,0.1139,0.0005,0.0490
2026-07-01T12:04:28.981Z,-0.0070,-0.1803,-0.9680,0.0470,-0.0050,0.0359
2026-07-01T12:04:28.990Z,-0.0131,-0.1830,-0.9644,0.0470,-0.0050,0.0359
2026-07-01T12:04:29.000Z,-0.0124,-0.1886,-0.9664,0.0291,-0.0301,0.0331
2026-07-01T12:04:29.010Z,-0.0113,-0.1893,-0.9662,0.0108,-0.0660,0.0264
2026-07-01T12:04:29.020Z,-0.0097,-0.1834,-0.9601,-0.0154,-0.1186,0.0256
2026-07-01T12:04:29.031Z,-0.0076,-0.1839,-0.9460,-0.1350,-0.3077,0.0657
2026-07-01T12:04:29.039Z,0.0009,-0.1889,-0.9235,-0.1350,-0.3077,0.0657
2026-07-01T12:04:29.050Z,0.0013,-0.1895,-0.9031,-0.2298,-0.4412,0.0982
2026-07-01T12:04:29.060Z,-0.0123,-0.1841,-0.8862,-0.3548,-0.5799,0.1242
2026-07-01T12:04:29.070Z,-0.0295,-0.1734,-0.8663,-0.4940,-0.6242,0.1526
2026-07-01T12:04:29.080Z,-0.0759,-0.1649,-0.8758,-0.6346,-0.5259,0.1591
2026-07-01T12:04:29.090Z,-0.1412,-0.1688,-0.9116,-0.7356,-0.3843,0.1294
2026-07-01T12:04:29.099Z,-0.1640,-0.1699,-0.9431,-0.8281,-0.2807,0.1211
2026-07-01T12:04:29.110Z,-0.1390,-0.1672,-0.9784,-0.8625,-0.1522,0.0828
2026-07-01T12:04:29.120Z,-0.0862,-0.1379,-1.0081,-0.6580,0.0210,0.2156
2026-07-01T12:04:29.131Z,0.0074,-0.1574,-1.1047,-0.3816,0.0473,0.2278
2026-07-01T12:04:29.140Z,0.0074,-0.1574,-1.1047,-0.0961,0.0509,0.2226
2026-07-01T12:04:29.151Z,0.0474,-0.1439,-1.1201,0.1681,0.0713,0.2390
2026-07-01T12:04:29.160Z,0.0474,-0.1439,-1.1201,0.3714,0.0802,0.2593
2026-07-01T12:04:29.171Z,0.0564,-0.1112,-1.0500,0.5220,0.0931,0.2467
2026-07-01T12:04:29.179Z,0.0564,-0.1112,-1.0500,0.6064,0.1079,0.2120
2026-07-01T12:04:29.191Z,0.0361,-0.0996,-1.0217,0.6220,0.2392,0.2371
2026-07-01T12:04:29.201Z,0.0065,-0.1508,-0.9900,0.5317,0.2832,0.2656
2026-07-01T12:04:29.210Z,0.0065,-0.1508,-0.9900,0.4233,0.3728,0.2768
2026-07-01T12:04:29.221Z,0.0049,-0.1597,-0.9720,0.3038,0.4390,0.2785
2026-07-01T12:04:29.231Z,0.0028,-0.1460,-0.9763,0.1864,0.4226,0.2386
2026-07-01T12:04:29.241Z,0.0028,-0.1460,-0.9763,0.1083,0.4490,0.1639
2026-07-01T12:04:29.251Z,-0.0250,-0.1256,-1.0095,0.0936,0.4409,0.0930
2026-07-01T12:04:29.261Z,-0.0250,-0.1256,-1.0095,0.1319,0.3315,0.0572
2026-07-01T12:04:29.271Z,0.0070,-0.1383,-1.0675,0.1958,0.1703,0.0497
2026-07-01T12:04:29.282Z,0.0016,-0.1378,-1.0678,0.2661,0.0824,0.0538
2026-07-01T12:04:29.292Z,0.0016,-0.1378,-1.0678,0.3267,0.0925,0.0552
2026-07-01T12:04:29.301Z,-0.0544,-0.1524,-1.0547,0.3690,0.1325,0.0513
2026-07-01T12:04:29.311Z,-0.0544,-0.1524,-1.0547,0.3938,0.1708,0.0512
2026-07-01T12:04:29.321Z,-0.0708,-0.1636,-1.0385,0.3947,0.1611,0.0496
2026-07-01T12:04:29.332Z,-0.0542,-0.1632,-1.0351,0.3767,0.1059,0.0583
2026-07-01T12:04:29.342Z,-0.0542,-0.1632,-1.0351,0.3296,0.0156,0.0598
2026-07-01T12:04:29.349Z,-0.0351,-0.1621,-1.0317,0.3296,0.0156,0.0598
2026-07-01T12:04:29.364Z,-0.0449,-0.1591,-0.9982,0.2052,-0.1257,0.0089
2026-07-01T12:04:29.370Z,-0.0449,-0.1591,-0.9982,0.2052,-0.1257,0.0089
2026-07-01T12:04:29.382Z,-0.0597,-0.1575,-0.9534,0.0981,-0.1604,-0.0774
2026-07-01T12:04:29.390Z,-0.0597,-0.1575,-0.9534,0.0981,-0.1604,-0.0774
2026-07-01T12:04:29.402Z,-0.0719,-0.1693,-0.9439,0.0752,-0.1132,-0.1463
2026-07-01T12:04:29.413Z,-0.0719,-0.1693,-0.9439,0.0947,-0.0871,-0.1714
2026-07-01T12:04:29.419Z,-0.0676,-0.1807,-0.9468,0.0947,-0.0871,-0.1714
2026-07-01T12:04:29.430Z,-0.0525,-0.1947,-0.9505,0.1326,-0.0627,-0.1812
2026-07-01T12:04:29.440Z,-0.0303,-0.2039,-0.9547,0.1841,-0.0553,-0.1711
2026-07-01T12:04:29.449Z,-0.0040,-0.2074,-0.9514,0.2255,-0.0473,-0.1427
2026-07-01T12:04:29.460Z,0.0209,-0.2104,-0.9382,0.1778,-0.0454,-0.0409
2026-07-01T12:04:29.472Z,0.0351,-0.2091,-0.9237,0.0898,-0.0315,-0.0096
2026-07-01T12:04:29.480Z,0.0284,-0.2148,-0.9180,0.0898,-0.0315,-0.0096
2026-07-01T12:04:29.490Z,0.0054,-0.2198,-0.9222,0.0039,0.0034,0.0049
2026-07-01T12:04:29.500Z,-0.0172,-0.2199,-0.9308,-0.0670,0.0332,-0.0075
2026-07-01T12:04:29.511Z,-0.0221,-0.2108,-0.9382,-0.1158,0.0397,-0.0330
2026-07-01T12:04:29.520Z,-0.0198,-0.1997,-0.9487,-0.1439,0.0420,-0.0666
2026-07-01T12:04:29.529Z,-0.0224,-0.2010,-0.9631,-0.1511,0.0234,-0.0980
2026-07-01T12:04:29.540Z,-0.0282,-0.2066,-0.9791,-0.1347,-0.0137,-0.1256
2026-07-01T12:04:29.550Z,-0.0319,-0.2121,-0.9885,-0.1073,-0.0332,-0.1360
2026-07-01T12:04:29.560Z,-0.0267,-0.2142,-0.9964,-0.0790,-0.0261,-0.1295
2026-07-01T12:04:29.570Z,-0.0237,-0.2163,-1.0009,-0.0462,-0.0093,-0.1174
2026-07-01T12:04:29.580Z,-0.0232,-0.2182,-1.0048,-0.0326,-0.0014,-0.1083
2026-07-01T12:04:29.590Z,-0.0206,-0.2220,-1.0047,-0.0279,-0.0163,-0.0901
2026-07-01T12:04:29.600Z,-0.0213,-0.2183,-1.0025,-0.0375,-0.0500,-0.0703
2026-07-01T12:04:29.610Z,-0.0247,-0.2162,-1.0006,-0.0532,-0.0841,-0.0565
2026-07-01T12:04:29.620Z,-0.0324,-0.2101,-0.9951,-0.0753,-0.0994,-0.0573
2026-07-01T12:04:29.630Z,-0.0299,-0.1982,-0.9842,-0.0905,-0.0972,-0.0793
2026-07-01T12:04:29.639Z,-0.0292,-0.1904,-0.9708,-0.0944,-0.0833,-0.1104
2026-07-01T12:04:29.650Z,-0.0253,-0.1877,-0.9640,-0.0859,-0.0685,-0.1359
2026-07-01T12:04:29.659Z,-0.0144,-0.1848,-0.9618,-0.0747,-0.0559,-0.1471
2026-07-01T12:04:29.670Z,-0.0028,-0.1860,-0.9560,-0.0603,-0.0469,-0.1429
2026-07-01T12:04:29.680Z,0.0053,-0.1850,-0.9550,-0.0521,-0.0233,-0.1279
2026-07-01T12:04:29.690Z,0.0134,-0.1874,-0.9548,-0.0548,-0.0218,-0.1114
2026-07-01T12:04:29.700Z,0.0156,-0.1906,-0.9575,-0.0707,-0.0193,-0.0885
2026-07-01T12:04:29.711Z,0.0158,-0.1926,-0.9619,-0.0933,-0.0061,-0.0631
2026-07-01T12:04:29.720Z,0.0128,-0.1931,-0.9705,-0.1158,0.0188,-0.0409
2026-07-01T12:04:29.730Z,0.0095,-0.1937,-0.9849,-0.1297,0.0329,-0.0215
2026-07-01T12:04:29.742Z,0.0079,-0.1942,-1.0022,-0.1269,0.0298,-0.0138
2026-07-01T12:04:29.750Z,0.0061,-0.1930,-1.0112,-0.1085,0.0149,-0.0120
2026-07-01T12:04:29.762Z,0.0063,-0.1906,-1.0214,-0.0797,-0.0041,-0.0063
2026-07-01T12:04:29.770Z,0.0061,-0.1909,-1.0277,-0.0470,-0.0355,0.0006
2026-07-01T12:04:29.779Z,0.0105,-0.1916,-1.0223,-0.0176,-0.0512,0.0075
2026-07-01T12:04:29.791Z,0.0152,-0.1922,-1.0090,0.0028,-0.0382,0.0233
2026-07-01T12:04:29.800Z,0.0094,-0.1934,-0.9964,0.0188,0.0002,0.0475
2026-07-01T12:04:29.810Z,-0.0026,-0.1927,-0.9880,0.0295,0.0437,0.0694
2026-07-01T12:04:29.820Z,-0.0164,-0.1884,-0.9852,0.0453,0.0779,0.0810
2026-07-01T12:04:29.830Z,-0.0315,-0.1821,-0.9888,0.0676,0.0932,0.0730
2026-07-01T12:04:29.843Z,-0.0376,-0.1775,-0.9923,0.0871,0.0865,0.0522
2026-07-01T12:04:29.850Z,-0.0303,-0.1759,-0.9955,0.0909,0.0472,0.0324
2026-07-01T12:04:29.861Z,-0.0164,-0.1821,-0.9970,0.0643,-0.0026,0.0229
2026-07-01T12:04:29.870Z,-0.0120,-0.1901,-0.9961,0.0239,-0.0402,0.0189
2026-07-01T12:04:29.880Z,-0.0176,-0.1984,-0.9952,-0.0118,-0.0545,0.0179
2026-07-01T12:04:29.892Z,-0.0234,-0.2020,-0.9969,-0.0294,-0.0523,0.0085
2026-07-01T12:04:29.900Z,-0.0302,-0.1990,-0.9950,-0.0146,-0.0536,0.0055
2026-07-01T12:04:29.911Z,-0.0262,-0.1971,-0.9932,0.0234,-0.0392,0.0021
2026-07-01T12:04:29.921Z,-0.0195,-0.1963,-0.9926,0.0739,-0.0148,0.0116
2026-07-01T12:04:29.930Z,-0.0245,-0.1978,-0.9879,0.1180,0.0237,0.0238
2026-07-01T12:04:29.942Z,-0.0262,-0.2004,-0.9837,0.1561,0.0682,0.0420
2026-07-01T12:04:29.950Z,-0.0293,-0.1986,-0.9794,0.1813,0.1106,0.0524
2026-07-01T12:04:29.960Z,-0.0320,-0.1940,-0.9759,0.2003,0.1438,0.0542
2026-07-01T12:04:29.971Z,-0.0288,-0.1892,-0.9742,0.2118,0.1549,0.0506
2026-07-01T12:04:29.980Z,-0.0319,-0.1823,-0.9732,0.2080,0.1352,0.0467
2026-07-01T12:04:29.993Z,-0.0265,-0.1799,-0.9697,0.1830,0.1050,0.0351
2026-07-01T12:04:30.000Z,-0.0265,-0.1799,-0.9697,0.1409,0.0713,0.0210
2026-07-01T12:04:30.010Z,-0.0120,-0.1846,-0.9661,0.0882,0.0421,0.0132
2026-07-01T12:04:30.022Z,-0.0072,-0.1874,-0.9619,0.0429,0.0368,0.0112
2026-07-01T12:04:30.030Z,-0.0048,-0.1872,-0.9631,0.0018,0.0468,0.0166
2026-07-01T12:04:30.043Z,-0.0058,-0.1902,-0.9670,-0.0272,0.0478,0.0291
2026-07-01T12:04:30.050Z,-0.0101,-0.1927,-0.9744,-0.0371,0.0481,0.0393
2026-07-01T12:04:30.060Z,-0.0190,-0.1921,-0.9842,-0.0349,0.0526,0.0376
2026-07-01T12:04:30.070Z,-0.0190,-0.1921,-0.9842,-0.0095,0.0387,0.0209
2026-07-01T12:04:30.080Z,-0.0240,-0.1883,-1.0029,0.0186,0.0256,0.0004
2026-07-01T12:04:30.092Z,-0.0190,-0.1838,-1.0013,0.0437,0.0032,-0.0253
2026-07-01T12:04:30.100Z,-0.0177,-0.1804,-0.9921,0.0437,0.0032,-0.0253
2026-07-01T12:04:30.110Z,-0.0143,-0.1842,-0.9852,0.0308,-0.0075,-0.0431
2026-07-01T12:04:30.121Z,-0.0104,-0.1925,-0.9786,0.0040,-0.0055,-0.0387
2026-07-01T12:04:30.130Z,-0.0140,-0.2000,-0.9790,-0.0237,-0.0105,-0.0288
2026-07-01T12:04:30.140Z,-0.0043,-0.2004,-0.9773,-0.0479,-0.0092,-0.0160
2026-07-01T12:04:30.150Z,-0.0043,-0.2004,-0.9773,-0.0562,0.0132,-0.0182
2026-07-01T12:04:30.160Z,-0.0135,-0.2025,-0.9822,-0.0453,0.0412,-0.0283
2026-07-01T12:04:30.173Z,-0.0192,-0.2005,-0.9893,-0.0134,0.0530,-0.0395
2026-07-01T12:04:30.180Z,-0.0192,-0.2005,-0.9893,0.0384,0.0477,-0.0494
2026-07-01T12:04:30.190Z,-0.0104,-0.2009,-0.9931,0.0887,0.0357,-0.0577
2026-07-01T12:04:30.200Z,-0.0104,-0.2009,-0.9931,0.1274,0.0321,-0.0565
2026-07-01T12:04:30.211Z,-0.0096,-0.2075,-0.9783,0.1456,0.0696,-0.0506
2026-07-01T12:04:30.222Z,-0.0152,-0.2117,-0.9702,0.1528,0.1247,-0.0467
2026-07-01T12:04:30.230Z,-0.0152,-0.2117,-0.9702,0.1619,0.1560,-0.0383
2026-07-01T12:04:30.241Z,-0.0098,-0.2141,-0.9624,0.1544,0.1668,-0.0150
2026-07-01T12:04:30.250Z,-0.0098,-0.2141,-0.9624,0.1276,0.1376,0.0235
2026-07-01T12:04:30.261Z,0.0020,-0.2140,-0.9654,0.0788,0.0735,0.0595
2026-07-01T12:04:30.272Z,0.0013,-0.2174,-0.9594,0.0122,0.0055,0.0656
2026-07-01T12:04:30.281Z,0.0013,-0.2174,-0.9594,-0.0643,-0.0176,0.0477
2026-07-01T12:04:30.292Z,-0.0189,-0.2093,-0.9373,-0.1282,0.0089,0.0063
2026-07-01T12:04:30.301Z,-0.0189,-0.2093,-0.9373,-0.1633,0.0402,-0.0411
2026-07-01T12:04:30.312Z,-0.0226,-0.2061,-0.9485,-0.1669,0.0643,-0.0673
2026-07-01T12:04:30.322Z,-0.0226,-0.2061,-0.9485,-0.1402,0.0663,-0.0680
2026-07-01T12:04:30.331Z,-0.0113,-0.2100,-0.9704,-0.0905,0.0526,-0.0513
2026-07-01T12:04:30.341Z,0.0055,-0.2136,-1.0047,-0.0406,0.0434,-0.0371
2026-07-01T12:04:30.351Z,0.0055,-0.2136,-1.0047,-0.0058,0.0458,-0.0236
2026-07-01T12:04:30.361Z,0.0141,-0.2096,-0.9973,-0.0026,0.0525,-0.0075
2026-07-01T12:04:30.371Z,0.0147,-0.2114,-0.9878,-0.0026,0.0525,-0.0075
2026-07-01T12:04:30.381Z,0.0147,-0.2114,-0.9878,-0.0909,0.0191,0.0297
2026-07-01T12:04:30.389Z,0.0195,-0.2112,-0.9780,-0.0909,0.0191,0.0297
2026-07-01T12:04:30.401Z,0.0203,-0.2102,-0.9696,-0.1939,0.0025,0.0256
2026-07-01T12:04:30.412Z,0.0125,-0.2036,-0.9704,-0.2061,0.0252,0.0101
2026-07-01T12:04:30.420Z,0.0125,-0.2036,-0.9704,-0.1874,0.0380,0.0062
2026-07-01T12:04:30.431Z,0.0168,-0.1991,-0.9760,-0.1720,0.0255,0.0334
2026-07-01T12:04:30.440Z,0.0209,-0.1962,-0.9845,-0.1720,0.0255,0.0334
2026-07-01T12:04:30.452Z,0.0308,-0.1951,-0.9898,-0.1488,-0.0143,0.0779
2026-07-01T12:04:30.459Z,0.0261,-0.2002,-0.9890,-0.1488,-0.0143,0.0779
2026-07-01T12:04:30.469Z,0.0120,-0.1968,-0.9904,-0.1439,-0.0147,0.0773
2026-07-01T12:04:30.480Z,0.0050,-0.1939,-0.9902,-0.1422,-0.0047,0.0549
2026-07-01T12:04:30.490Z,-0.0025,-0.1880,-0.9931,-0.1229,0.0192,0.0215
2026-07-01T12:04:30.500Z,-0.0073,-0.1840,-0.9988,-0.0840,0.0300,-0.0137
2026-07-01T12:04:30.510Z,-0.0048,-0.1812,-0.9992,-0.0316,0.0212,-0.0340
2026-07-01T12:04:30.520Z,-0.0011,-0.1810,-0.9973,0.0170,0.0026,0.0065
2026-07-01T12:04:30.529Z,0.0071,-0.1857,-0.9898,0.0170,0.0026,0.0065
2026-07-01T12:04:30.540Z,0.0177,-0.1903,-0.9704,-0.0375,0.0159,0.0605
2026-07-01T12:04:30.550Z,0.0208,-0.1973,-0.9479,-0.1337,0.0310,0.0973
2026-07-01T12:04:30.560Z,0.0200,-0.2028,-0.9327,-0.2439,0.0443,0.1181
2026-07-01T12:04:30.570Z,0.0176,-0.2009,-0.9361,-0.3376,0.0506,0.1240
2026-07-01T12:04:30.579Z,0.0069,-0.1944,-0.9584,-0.3797,0.0670,0.1060
2026-07-01T12:04:30.590Z,-0.0075,-0.1805,-0.9907,-0.3492,0.0848,0.0700
2026-07-01T12:04:30.601Z,-0.0163,-0.1670,-1.0175,-0.1150,0.0580,0.0019
2026-07-01T12:04:30.610Z,-0.0161,-0.1569,-1.0401,-0.1150,0.0580,0.0019
2026-07-01T12:04:30.620Z,-0.0085,-0.1547,-1.0410,0.0067,-0.0300,-0.0105
2026-07-01T12:04:30.630Z,0.0002,-0.1573,-1.0155,0.0785,-0.0362,-0.0292
2026-07-01T12:04:30.639Z,0.0033,-0.1645,-0.9956,0.0967,0.0324,-0.0429
2026-07-01T12:04:30.651Z,0.0026,-0.1675,-0.9765,-0.0093,0.0475,-0.0007
2026-07-01T12:04:30.660Z,0.0105,-0.1704,-0.9636,-0.0093,0.0475,-0.0007
2026-07-01T12:04:30.670Z,0.0246,-0.1718,-0.9644,-0.1034,-0.0018,0.0270
2026-07-01T12:04:30.680Z,0.0294,-0.1714,-0.9680,-0.2023,-0.0137,0.0337
2026-07-01T12:04:30.690Z,0.0313,-0.1686,-0.9735,-0.2819,-0.0106,0.0412
2026-07-01T12:04:30.701Z,0.0413,-0.1700,-0.9708,-0.3253,-0.0154,0.0572
2026-07-01T12:04:30.710Z,0.0401,-0.1702,-0.9715,-0.3374,-0.0104,0.0655
2026-07-01T12:04:30.720Z,0.0114,-0.1695,-0.9758,-0.3282,0.0232,0.0503
2026-07-01T12:04:30.729Z,-0.0319,-0.1773,-0.9718,-0.3329,0.0428,-0.0621
2026-07-01T12:04:30.740Z,-0.1069,-0.1968,-0.9476,-0.3610,0.2172,-0.1972
2026-07-01T12:04:30.752Z,-0.0555,-0.1611,-0.9638,-0.3471,0.2291,-0.2130
2026-07-01T12:04:30.760Z,0.0163,-0.1288,-0.9698,-0.3471,0.2291,-0.2130
2026-07-01T12:04:30.769Z,0.0376,-0.1204,-0.9935,-0.2938,0.1309,-0.1445
2026-07-01T12:04:30.780Z,0.0480,-0.1266,-1.0174,-0.2425,0.0464,-0.0562
2026-07-01T12:04:30.790Z,0.0569,-0.1346,-1.0139,-0.2102,0.0329,0.0267
2026-07-01T12:04:30.801Z,0.0558,-0.1445,-1.0098,-0.1947,0.1109,0.0938
2026-07-01T12:04:30.810Z,0.0348,-0.1546,-0.9988,-0.1942,0.1697,0.1287
2026-07-01T12:04:30.820Z,0.0163,-0.1596,-0.9805,-0.2200,0.1865,0.1415
2026-07-01T12:04:30.830Z,0.0088,-0.1542,-0.9679,-0.2669,0.2269,0.1410
2026-07-01T12:04:30.840Z,0.0037,-0.1396,-0.9626,-0.3278,0.2634,0.1314
2026-07-01T12:04:30.849Z,0.0069,-0.1268,-0.9570,-0.3860,0.3107,0.1096
2026-07-01T12:04:30.860Z,0.0082,-0.1086,-0.9585,-0.4221,0.3698,0.0871
2026-07-01T12:04:30.870Z,0.0105,-0.0927,-0.9715,-0.4147,0.3753,0.0858
2026-07-01T12:04:30.880Z,0.0221,-0.0851,-0.9992,-0.3680,0.3034,0.1149
2026-07-01T12:04:30.890Z,0.0312,-0.0837,-1.0177,-0.2903,0.2586,0.1490
2026-07-01T12:04:30.899Z,0.0220,-0.0818,-1.0382,-0.1572,0.3313,0.1609
2026-07-01T12:04:30.910Z,0.0028,-0.0815,-1.0557,0.0269,0.3610,0.1234
2026-07-01T12:04:30.920Z,-0.0082,-0.0833,-1.0553,0.2422,0.4035,0.0507
2026-07-01T12:04:30.930Z,-0.0015,-0.0842,-1.0644,0.4350,0.4150,-0.0162
2026-07-01T12:04:30.940Z,0.0304,-0.0912,-1.0612,0.5791,0.4486,-0.0260
2026-07-01T12:04:30.950Z,0.0519,-0.1025,-1.0644,0.6631,0.4610,-0.0046
2026-07-01T12:04:30.960Z,0.0583,-0.1224,-1.0581,0.6966,0.3777,0.0058
2026-07-01T12:04:30.970Z,0.0664,-0.1394,-1.0217,0.6522,0.3147,0.0046
2026-07-01T12:04:30.980Z,0.0729,-0.1460,-0.9842,0.5320,0.3423,0.0007
2026-07-01T12:04:30.990Z,0.0731,-0.1454,-0.9556,0.3715,0.3106,-0.0263
2026-07-01T12:04:31.000Z,0.0611,-0.1505,-0.9326,0.1958,0.2285,-0.0632
2026-07-01T12:04:31.010Z,0.0375,-0.1589,-0.9391,0.0487,0.1956,-0.1251
2026-07-01T12:04:31.019Z,0.0109,-0.1663,-0.9641,-0.0113,0.2561,-0.2376
2026-07-01T12:04:31.032Z,-0.0305,-0.1841,-1.0193,0.0367,0.2879,-0.3938
2026-07-01T12:04:31.039Z,-0.0418,-0.1902,-1.0331,0.1250,0.2431,-0.5483
2026-07-01T12:04:31.050Z,-0.0024,-0.1753,-1.0205,0.2168,0.2209,-0.6366
2026-07-01T12:04:31.059Z,0.0836,-0.1482,-1.0086,0.2673,0.2302,-0.6179
2026-07-01T12:04:31.070Z,0.1690,-0.1209,-0.9911,0.2653,0.2438,-0.4898
2026-07-01T12:04:31.082Z,0.2232,-0.1201,-0.9686,0.2214,0.2367,-0.3168
2026-07-01T12:04:31.090Z,0.2292,-0.1410,-0.9522,0.1481,0.2310,-0.1575
2026-07-01T12:04:31.101Z,0.1915,-0.1603,-0.9447,0.0759,0.2827,-0.0546
2026-07-01T12:04:31.110Z,0.1422,-0.1672,-0.9530,0.0038,0.3102,0.0024
2026-07-01T12:04:31.120Z,0.1179,-0.1604,-0.9597,-0.0847,0.2214,0.0169
2026-07-01T12:04:31.131Z,0.1145,-0.1414,-0.9477,-0.1933,0.0569,0.0036
2026-07-01T12:04:31.140Z,0.1189,-0.1194,-0.9472,-0.3059,-0.0656,-0.0552
2026-07-01T12:04:31.150Z,0.1148,-0.1056,-0.9535,-0.3816,-0.0897,-0.1516
2026-07-01T12:04:31.160Z,0.1093,-0.1051,-0.9702,-0.3928,-0.0864,-0.2555
2026-07-01T12:04:31.169Z,0.1189,-0.1131,-0.9802,-0.3503,-0.0832,-0.3036
2026-07-01T12:04:31.180Z,0.1450,-0.1210,-0.9979,-0.2631,-0.0592,-0.2724
2026-07-01T12:04:31.190Z,0.1679,-0.1301,-1.0214,-0.1542,-0.0266,-0.1831
2026-07-01T12:04:31.202Z,0.1741,-0.1458,-1.0423,-0.0409,-0.0264,-0.0630
2026-07-01T12:04:31.210Z,0.1649,-0.1580,-1.0524,0.0533,-0.0834,0.0666
2026-07-01T12:04:31.220Z,0.1589,-0.1545,-1.0346,0.0778,-0.1553,0.1669
2026-07-01T12:04:31.230Z,0.1608,-0.1452,-1.0097,0.0447,-0.1683,0.2040
2026-07-01T12:04:31.240Z,0.1434,-0.1487,-0.9869,0.0005,-0.1014,0.1652
2026-07-01T12:04:31.251Z,0.1203,-0.1572,-0.9763,-0.0423,-0.0328,0.1080
2026-07-01T12:04:31.259Z,0.1138,-0.1599,-0.9743,-0.0563,0.0106,0.0697
2026-07-01T12:04:31.269Z,0.1207,-0.1586,-0.9792,-0.0516,0.0000,0.0683
2026-07-01T12:04:31.280Z,0.1325,-0.1579,-0.9812,-0.0422,-0.0333,0.1147
2026-07-01T12:04:31.290Z,0.1382,-0.1573,-0.9869,-0.0402,-0.0854,0.1765
2026-07-01T12:04:31.300Z,0.1410,-0.1553,-0.9926,-0.0455,-0.1425,0.2316
2026-07-01T12:04:31.309Z,0.1381,-0.1525,-0.9987,-0.0674,-0.1799,0.2602
2026-07-01T12:04:31.319Z,0.1375,-0.1494,-0.9973,-0.1046,-0.2029,0.2601
2026-07-01T12:04:31.330Z,0.1247,-0.1428,-0.9931,-0.1384,-0.1704,0.2279
2026-07-01T12:04:31.340Z,0.1039,-0.1345,-0.9998,-0.1415,-0.1389,0.1642
2026-07-01T12:04:31.350Z,0.0811,-0.1268,-1.0045,-0.1190,-0.1656,0.0995
2026-07-01T12:04:31.359Z,0.0716,-0.1173,-1.0027,-0.0902,-0.2357,0.0519
2026-07-01T12:04:31.370Z,0.0800,-0.1123,-1.0011,-0.0663,-0.3156,0.0114
2026-07-01T12:04:31.380Z,0.0892,-0.1147,-0.9922,-0.0743,-0.3958,-0.0038
2026-07-01T12:04:31.390Z,0.0975,-0.1210,-0.9764,-0.1134,-0.4249,0.0133
2026-07-01T12:04:31.400Z,0.0902,-0.1368,-0.9760,-0.1714,-0.4021,0.0540
2026-07-01T12:04:31.412Z,0.0691,-0.1476,-0.9765,-0.2026,-0.2853,0.0850
2026-07-01T12:04:31.420Z,0.0485,-0.1469,-0.9862,-0.1749,-0.1226,0.1048
2026-07-01T12:04:31.432Z,0.0432,-0.1416,-0.9958,-0.1055,-0.0527,0.1140
2026-07-01T12:04:31.440Z,0.0529,-0.1247,-0.9985,-0.0377,-0.1029,0.1213
2026-07-01T12:04:31.449Z,0.0596,-0.1061,-0.9977,0.0016,-0.1691,0.1097
2026-07-01T12:04:31.461Z,0.0710,-0.0945,-0.9990,0.0052,-0.2329,0.0690
2026-07-01T12:04:31.470Z,0.0812,-0.0919,-0.9926,-0.0268,-0.2828,0.0230
2026-07-01T12:04:31.481Z,0.0893,-0.0972,-0.9843,-0.0792,-0.3129,-0.0150
2026-07-01T12:04:31.490Z,0.0825,-0.1088,-0.9806,-0.1238,-0.2671,-0.0315
2026-07-01T12:04:31.500Z,0.0480,-0.1257,-0.9962,-0.1267,-0.1932,-0.0306
2026-07-01T12:04:31.511Z,0.0266,-0.1313,-1.0081,-0.0806,-0.1470,-0.0127
2026-07-01T12:04:31.520Z,0.0297,-0.1263,-0.9981,-0.0147,-0.1129,0.0269
2026-07-01T12:04:31.530Z,0.0375,-0.1208,-0.9821,0.0213,-0.0661,0.0751
2026-07-01T12:04:31.540Z,0.0444,-0.1158,-0.9587,0.0053,-0.0340,0.0920
2026-07-01T12:04:31.550Z,0.0437,-0.1063,-0.9517,-0.0536,-0.0393,0.0867
2026-07-01T12:04:31.561Z,0.0363,-0.1007,-0.9523,-0.1286,-0.0797,0.0563
2026-07-01T12:04:31.570Z,0.0290,-0.0965,-0.9620,-0.1818,-0.1242,0.0071
2026-07-01T12:04:31.580Z,0.0274,-0.0934,-0.9766,-0.2039,-0.1270,-0.0429
